rt,spectrum,mz,intensity
1220.661,411,588.305144,1420
1220.661,412,588.305144,1168
1220.661,413,588.305144,1250
1220.661,415,588.30135,1042
1220.661,420,542.260245,1024
1220.661,421,542.260245,1115
1220.661,439,516.31776,1091
1220.661,457,562.256815,1162
1220.661,464,536.167754,1059
1221.206,359,577.261582,1197
1221.206,363,577.257823,1088
1221.206,364,577.254064,1003
1221.206,367,577.257823,1068
1221.206,368,577.254064,1006
1221.206,398,588.30135,1121
1221.206,399,588.30135,1050
1221.206,400,588.30135,1030
1221.206,401,588.297555,1816
1221.206,402,588.305144,2213
1221.206,403,588.297555,2066
1221.206,403,589.307388,1138
1221.206,404,588.30135,2439
1221.206,405,588.30135,3211
1221.206,407,588.30135,2084
1221.206,408,588.297555,1596
1221.206,409,588.30135,1470
1221.206,410,588.297555,1265
1221.206,411,588.30135,1253
1221.206,419,542.256602,1188
1221.206,423,542.256602,1711
1221.206,424,542.256602,1159
1221.206,454,562.253105,1109
1221.206,471,536.164131,1068
1221.206,473,536.164131,1097
1221.75,360,577.254064,1103
1221.75,362,577.261582,1523
1221.75,365,577.261582,1405
1221.75,370,577.257823,1024
1221.75,399,588.305144,1135
1221.75,400,588.30135,1728
1221.75,401,588.297555,1643
1221.75,402,588.30135,2010
1221.75,403,588.305144,2336
1221.75,404,588.305144,2081
1221.75,405,588.297555,1250
1221.75,406,588.30135,1869
1221.75,407,588.30135,2550
1221.75,409,588.297555,1494
1221.75,410,588.30135,1529
1221.75,411,588.30135,1617
1221.75,412,588.30135,1391
1221.75,413,588.30135,1074
1221.75,414,588.297555,1124
1221.75,415,588.308939,1074
1221.75,418,542.260245,1573
1221.75,419,542.263888,1273
1221.75,420,542.263888,1593
1221.75,421,542.263888,2010
1221.75,422,542.263888,1015
1221.75,423,542.260245,1027
1221.75,427,542.263888,1215
1221.75,442,508.275881,1241
1221.75,472,536.164131,1223
1222.288,363,577.257823,1100
1222.288,364,577.257823,1681
1222.288,365,577.254064,1115
1222.288,397,588.30135,1312
1222.288,399,588.305144,1332
1222.288,400,588.305144,1226
1222.288,401,588.305144,2310
1222.288,402,588.297555,2060
1222.288,403,588.305144,1928
1222.288,403,589.307388,1030
1222.288,404,588.30135,1511
1222.288,405,588.30135,2201
1222.288,406,588.297555,1943
1222.288,407,588.305144,2797
1222.288,408,588.30135,2544
1222.288,409,588.30135,2230
1222.288,410,588.305144,2063
1222.288,411,588.305144,1256
1222.288,412,588.30135,1808
1222.288,413,588.305144,1608
1222.288,414,588.30135,1356
1222.288,417,542.260245,1018
1222.288,419,542.263888,1141
1222.288,421,542.260245,1353
1222.288,422,542.260245,1153
1222.288,425,542.260245,1907
1222.288,426,542.260245,1449
1222.833,396,588.30135,1027
1222.833,399,588.30135,1226
1222.833,400,588.30135,1620
1222.833,401,588.297555,1438
1222.833,402,588.305144,2216
1222.833,403,588.297555,2174
1222.833,404,588.305144,2336
1222.833,405,588.30135,1494
1222.833,406,588.30135,1957
1222.833,407,588.305144,2665
1222.833,408,588.30135,1766
1222.833,409,588.30135,2136
1222.833,410,588.30135,1690
1222.833,411,588.30135,1529
1222.833,412,588.30135,1447
1222.833,413,588.297555,1796
1222.833,418,542.260245,1394
1222.833,419,542.260245,1626
1222.833,420,542.263888,1218
1222.833,421,542.267532,1476
1222.833,422,542.260245,1338
1222.833,423,542.260245,1731
1222.833,424,542.256602,1514
1222.833,426,542.260245,1405
1222.833,429,542.263888,1259
1222.833,439,508.275881,1253
1223.375,366,577.257823,1101
1223.375,396,588.308939,1106
1223.375,398,588.297555,1413
1223.375,399,588.30135,1180
1223.375,401,588.305144,1437
1223.375,402,588.297555,2320
1223.375,403,588.305144,2216
1223.375,404,588.305144,2063
1223.375,405,588.30135,2742
1223.375,406,588.297555,2137
1223.375,407,588.305144,1942
1223.375,408,588.30135,3087
1223.375,409,588.30135,2399
1223.375,411,588.30135,1437
1223.375,412,588.30135,1865
1223.375,413,588.305144,1957
1223.375,416,588.30135,1390
1223.375,418,542.256602,1080
1223.375,421,542.260245,1018
1223.375,424,542.260245,1260
1223.375,439,508.272354,1036
1223.375,470,517.263827,1425
1223.927,359,577.261582,1086
1223.927,360,577.254064,1003
1223.927,362,577.261582,1181
1223.927,363,577.261582,1300
1223.927,365,577.254064,1751
1223.927,396,588.30135,1077
1223.927,399,588.305144,1659
1223.927,401,588.305144,1193
1223.927,402,588.30135,1775
1223.927,403,588.30135,2428
1223.927,404,588.308939,1926
1223.927,405,588.305144,1421
1223.927,406,588.30135,1727
1223.927,407,588.305144,2060
1223.927,408,588.30135,2778
1223.927,409,588.305144,1843
1223.927,410,588.30135,1478
1223.927,411,588.297555,1273
1223.927,412,588.305144,1472
1223.927,415,542.260245,1012
1223.927,418,542.260245,1006
1223.927,419,542.260245,1487
1223.927,420,542.260245,1751
1223.927,421,542.263888,1157
1223.927,422,542.256602,1065
1223.927,424,542.260245,1181
1223.927,441,508.279408,1229
1223.927,444,508.275881,1326
1223.927,445,508.282936,1139
1223.927,472,517.267386,1044
1224.471,144,508.272354,1017
1224.471,359,577.257823,1020
1224.471,364,577.257823,1183
1224.471,399,588.30135,2477
1224.471,400,588.297555,1066
1224.471,402,588.30135,1420
1224.471,403,588.29376,1348
1224.471,404,588.30135,1156
1224.471,405,588.30135,1714
1224.471,406,588.30135,2471
1224.471,407,588.297555,2441
1224.471,408,588.30135,1867
1224.471,409,588.30135,2240
1224.471,410,588.305144,1627
1224.471,411,588.297555,1204
1224.471,412,588.297555,1432
1224.471,413,588.30135,1186
1224.471,416,542.256602,1045
1224.471,418,542.263888,1045
1224.471,419,542.260245,1195
1224.471,420,542.256602,1057
1224.471,421,542.260245,1144
1224.471,422,542.256602,1918
1224.471,423,542.260245,1213
1224.471,424,542.256602,1063
1224.471,427,542.256602,1693
1224.471,428,542.263888,1237
1224.471,429,542.260245,1213
1224.471,436,508.272354,1011
1224.471,439,508.272354,1014
1224.471,440,508.275881,1597
1224.471,441,508.275881,1432
1224.471,442,508.279408,1696
1224.471,444,508.275881,1303
1224.471,463,517.267386,1108
1224.471,474,517.263827,1216
1225.013,364,577.261582,1069
1225.013,397,588.305144,1190
1225.013,399,588.305144,1148
1225.013,400,588.30135,1045
1225.013,401,588.305144,1455
1225.013,402,588.305144,1196
1225.013,403,588.30135,1452
1225.013,404,588.297555,1682
1225.013,405,588.30135,1382
1225.013,406,588.30135,1406
1225.013,407,588.297555,2475
1225.013,408,588.305144,1521
1225.013,409,588.305144,1212
1225.013,412,588.305144,1075
1225.013,413,588.30135,1017
1225.013,414,588.297555,1042
1225.013,417,542.256602,1090
1225.013,417,543.262597,1035
1225.013,418,542.263888,1242
1225.013,419,542.260245,1373
1225.013,421,542.260245,1926
1225.013,424,542.263888,1865
1225.013,425,542.260245,1193
1225.013,427,542.260245,1184
1225.013,428,542.260245,1233
1225.013,431,542.260245,1057
1225.013,435,508.282936,1042
1225.013,438,508.275881,1339
1225.013,440,508.279408,1269
1225.013,442,508.279408,1160
1225.013,443,508.279408,1288
1225.013,446,508.275881,1397
1225.013,447,508.275881,1291
1225.013,474,517.263827,1017
1225.558,93,542.256602,1063
1225.558,369,577.261582,1005
1225.558,397,588.30135,1208
1225.558,402,588.30135,1005
1225.558,403,588.30135,1439
1225.558,405,588.30135,1985
1225.558,406,588.305144,1430
1225.558,407,588.305144,1362
1225.558,409,588.297555,1054
1225.558,414,588.30135,1109
1225.558,420,542.263888,1128
1225.558,422,542.260245,1239
1225.558,423,542.260245,1226
1225.558,424,542.260245,1455
1225.558,425,542.260245,1078
1225.558,426,542.256602,1300
1225.558,427,542.260245,1054
1225.558,439,508.275881,1433
1225.558,441,508.272354,1858
1225.558,442,508.272354,1211
1225.558,467,517.267386,1285
1226.1,402,588.305144,1035
1226.1,405,588.30135,1628
1226.1,406,588.305144,1581
1226.1,408,588.297555,1550
1226.1,410,588.29376,1217
1226.1,411,588.30135,1434
1226.1,415,588.30135,1004
