rt,spectrum,mz,intensity
1226.1,417,542.260245,1085
1226.1,419,542.260245,1945
1226.1,424,542.260245,1792
1226.1,425,542.260245,1836
1226.1,426,542.263888,1277
1226.1,428,542.260245,1020
1226.1,437,508.275881,1224
1226.1,439,508.275881,1042
1226.1,440,508.279408,1506
1226.1,441,508.272354,1340
1226.1,442,508.275881,1117
1226.1,444,508.272354,1013
1226.1,445,508.279408,1073
1226.1,465,517.263827,1267
1226.1,467,517.263827,1154
1226.1,470,517.267386,1020
1226.1,473,517.263827,1635
1226.647,116,512.25175,1162
1226.647,402,588.30135,1578
1226.647,403,589.307388,1077
1226.647,407,588.30135,1122
1226.647,409,588.30135,1147
1226.647,410,588.30135,1036
1226.647,412,588.30135,1011
1226.647,413,588.30135,1342
1226.647,418,542.256602,1332
1226.647,419,542.260245,1247
1226.647,421,542.263888,1057
1226.647,422,542.260245,2800
1226.647,424,542.256602,1492
1226.647,425,542.260245,1187
1226.647,427,542.260245,1172
1226.647,428,542.263888,1137
1226.647,438,508.275881,1377
1226.647,470,517.267386,1743
1226.647,476,517.263827,1087
1226.647,476,536.167754,1122
1227.194,369,577.261582,1136
1227.194,401,588.305144,1085
1227.194,406,588.305144,1588
1227.194,410,588.308939,1569
1227.194,417,542.263888,1242
1227.194,419,542.260245,1337
1227.194,423,542.267532,1399
1227.194,424,542.256602,1581
1227.194,438,508.279408,1092
1227.194,438,509.278106,1004
1227.194,440,508.279408,1035
1227.194,442,508.279408,1180
1227.194,444,508.286463,1161
1227.194,446,508.279408,1067
1227.194,465,515.226948,1123
1227.194,477,517.263827,1349
1227.743,114,512.25175,1442
1227.743,141,508.282936,1020
1227.743,146,508.279408,1056
1227.743,405,588.305144,1093
1227.743,408,588.305144,1289
1227.743,417,512.248209,2200
1227.743,417,542.260245,1661
1227.743,419,542.252959,1187
1227.743,421,542.263888,1807
1227.743,441,508.275881,1173
1227.743,467,517.263827,1428
1227.743,469,517.260269,1464
1227.743,471,517.263827,1610
1227.743,476,531.147619,1246
1227.743,608,545.796283,1522
1228.289,84,542.267532,1003
1228.289,402,588.297555,1019
1228.289,413,588.30135,1241
1228.289,415,513.25434,1087
1228.289,420,512.248209,1264
1228.289,424,542.252959,1792
1228.289,426,542.263888,1310
1228.289,439,508.282936,1685
1228.289,440,508.279408,1225
1228.289,466,515.230499,1003
1228.289,466,536.167754,1417
1228.289,469,517.260269,1264
1228.289,473,517.267386,1118
1228.289,474,537.164462,1777
1228.289,610,545.799938,1164
1228.838,99,542.263888,1128
1228.838,114,512.244668,1207
1228.838,118,512.244668,1555
1228.838,120,512.25175,1397
1228.838,411,512.25175,1026
1228.838,422,542.256602,1586
1228.838,426,512.248209,1176
1228.838,428,542.256602,1018
1228.838,470,536.171377,1523
1228.838,470,538.165724,1026
1228.838,472,517.270944,1255
1228.838,616,545.295651,1184
1229.386,100,532.154088,1042
1229.386,143,508.275881,1432
1229.386,153,508.272354,1287
1229.386,435,508.268827,1103
1229.386,441,508.282936,1156
1229.386,442,550.220564,1233
1229.386,454,513.183453,1042
1229.386,614,545.291997,1103
1229.932,114,512.25175,1753
1229.932,118,512.25175,1445
1229.932,119,512.25175,1364
1229.932,120,512.255291,1247
1229.932,424,542.260245,1350
1229.932,469,536.164131,1768
1229.932,470,517.263827,1188
1229.932,471,536.160509,1218
1229.932,472,536.164131,1401
1229.932,473,536.175,1086
1230.482,113,512.248209,1178
1230.482,414,512.25175,1021
1230.482,416,512.244668,1069
1230.482,420,512.248209,1191
1230.482,423,512.248209,1620
1230.482,434,519.201338,1137
1230.482,467,516.282211,1253
1230.482,474,517.263827,1035
1231.029,114,512.244668,1066
1231.029,123,512.25175,1128
1231.029,407,512.248209,1135
1231.029,414,512.248209,1339
1231.029,415,512.248209,1277
1231.029,423,542.260245,1240
1231.029,468,517.263827,1104
1231.029,468,536.160509,1042
1231.029,469,536.164131,1308
1231.029,470,515.237601,1190
1231.571,408,512.255291,1013
1231.571,412,512.248209,1137
1231.571,416,512.244668,1137
1231.571,419,512.255291,1025
1231.571,457,516.314205,1221
1232.117,119,512.248209,1107
1232.117,400,588.305144,1375
1232.117,408,512.25175,1320
1232.117,412,512.25175,1401
1232.117,415,512.25175,1659
1232.117,422,542.256602,1102
1232.117,423,542.260245,1213
1232.117,473,536.167754,1077
1232.665,397,588.30135,1138
1232.665,400,588.30135,1005
1232.665,403,588.305144,1406
1232.665,416,512.25175,1074
1232.665,437,550.213224,1267
1232.665,458,516.321315,1083
1232.665,462,516.31776,1203
1232.665,466,536.167754,1023
1233.213,398,588.305144,1041
1233.213,402,588.30135,1075
1233.213,455,516.31776,1033
1233.213,457,516.31776,1447
1233.213,460,516.31776,1120
1233.213,463,516.314205,1248
1233.213,468,515.230499,1203
1233.764,396,588.305144,1357
1233.764,403,588.305144,1023
1233.764,411,512.25175,1108
1233.764,431,528.281352,1149
1233.764,458,516.31776,1030
1233.764,473,515.23405,1016
1234.312,396,588.305144,1154
1234.312,403,588.305144,1098
1234.312,408,588.30135,1065
1234.312,418,512.255291,1088
1234.312,468,536.167754,1127
1234.312,469,515.23405,1091
1234.312,472,536.164131,1539
1234.86,395,588.30135,1021
1234.86,396,588.305144,1094
1234.86,397,588.305144,1323
1234.86,398,588.30135,1502
1234.86,399,588.305144,1118
1234.86,400,588.297555,1414
1234.86,402,588.297555,1215
1234.86,403,588.30135,1171
1234.86,405,588.30135,1153
1234.86,406,588.305144,1282
1234.86,424,528.284948,1003
1234.86,459,516.31776,1086
1234.86,465,515.230499,1191
1235.41,394,588.308939,1134
1235.41,395,588.30135,1020
1235.41,396,588.297555,1036
1235.41,399,588.30135,1028
1235.41,400,588.30135,1097
1235.41,402,588.30135,1152
1235.41,464,515.230499,1015
1235.41,467,515.23405,1115
1235.41,469,515.230499,1495
1235.41,471,515.230499,1107
1235.958,397,588.297555,1361
1235.958,398,588.305144,1669
1235.958,399,588.30135,1912
1235.958,400,588.30135,1495
1235.958,401,588.305144,1025
1235.958,402,588.305144,1173
1235.958,406,588.30135,1113
1235.958,468,515.23405,1099
1236.507,398,588.305144,1549
1236.507,399,588.305144,1225
1236.507,403,588.30135,1098
1237.054,395,588.30135,1099
1237.054,397,588.297555,1193
1237.054,398,588.30135,1544
1237.054,399,588.305144,1024
1237.054,400,588.305144,1097
1237.054,401,588.297555,1795
1237.054,404,588.30135,1516
1237.054,463,515.230499,1043
1237.054,466,515.230499,1055
1237.054,467,536.167754,1020
1237.6,394,588.30135,1128
1237.6,396,588.30135,1005
1237.6,399,588.30135,1073
1237.6,460,526.265941,1243
1238.148,395,588.30135,1017
1238.148,396,588.305144,1150
1238.148,398,588.30135,1622
1238.148,399,588.30135,1230
1238.148,405,588.305144,1235
1238.148,447,526.265941,1534
1238.7,403,588.305144,1061
1238.7,446,526.265941,1147
1238.7,450,526.262352,1070
1239.249,445,526.26953,1091
1239.249,448,526.26953,1056
1239.249,467,536.164131,1110
1239.795,340,555.274527,1058
1239.795,343,555.2819,1109
1239.795,425,537.160836,1447
1239.795,452,526.262352,1365
1239.795,453,526.26953,1039
1239.795,469,515.23405,1185
1240.342,340,555.278214,1027
1240.342,344,555.278214,1336
1240.342,424,537.160836,1093
1240.342,425,537.164462,1023
1240.342,426,537.164462,1266
1240.342,439,544.276824,1016
1240.342,447,526.265941,1210
1240.342,448,526.262352,1084
1240.342,449,526.262352,1191
1240.342,464,515.230499,1126
1240.342,465,515.23405,1074
1240.342,468,536.164131,1186
1240.89,342,555.2819,1103
1240.89,376,535.18283,1232
1240.89,378,535.18283,1166
1240.89,422,537.160836,1216
1240.89,424,537.160836,1108
1240.89,427,537.157209,1169
1240.89,432,537.160836,1049
1240.89,434,544.273174,1129
1240.89,447,526.265941,1362
1240.89,451,526.26953,1218
1240.89,467,515.23405,1013
1240.89,468,515.23405,1145
1241.437,337,555.285587,1405
1241.437,339,555.2819,1034
1241.437,350,555.278214,1159
1241.437,377,535.18283,1506
1241.437,418,537.164462,1454
1241.437,421,537.157209,1075
1241.437,422,537.164462,2065
1241.437,423,537.160836,1442
1241.437,424,537.164462,1174
1241.437,425,537.160836,1758
1241.437,426,537.160836,1185
1241.437,427,537.164462,1459
1241.437,428,537.160836,1082
1241.437,429,537.164462,1004
1241.437,438,544.276824,1039
1241.437,469,536.164131,1032
1241.984,346,555.278214,1260
1241.984,348,555.2819,1246
1241.984,350,572.302912,1061
1241.984,420,537.160836,1646
1241.984,421,537.160836,1993
1241.984,422,537.164462,1520
1241.984,423,537.164462,1172
1241.984,424,537.160836,1646
1241.984,427,537.160836,1315
1241.984,450,526.26953,1082
1241.984,451,526.262352,1153
1241.984,454,526.265941,1027
1241.984,466,515.230499,1082
1242.531,339,572.310398,1132
1242.531,343,555.278214,1061
1242.531,344,555.2819,1197
1242.531,348,555.2819,1247
1242.531,348,572.306655,1020
1242.531,373,535.18283,1051
1242.531,376,535.18645,1053
1242.531,420,537.160836,1175
1242.531,422,537.157209,2263
1242.531,423,537.164462,1073
1242.531,424,537.160836,1261
1242.531,425,537.160836,1730
1242.531,426,537.160836,1331
1242.531,427,537.157209,1044
1242.531,429,537.157209,1216
1242.531,442,544.276824,1061
1242.531,450,526.265941,1108
1243.078,344,555.2819,1391
1243.078,347,555.278214,1249
1243.078,350,555.2819,1006
1243.078,371,535.18283,1065
1243.078,372,535.18645,1339
1243.078,373,535.18283,1112
1243.078,420,537.157209,1103
1243.078,421,537.160836,2069
1243.078,422,537.157209,1346
1243.078,423,537.157209,1649
1243.078,424,537.160836,1457
1243.078,425,537.160836,1051
1243.078,426,537.164462,1826
1243.078,428,537.157209,1091
1243.078,470,536.164131,1072
1243.633,339,555.2819,1207
1243.633,342,555.278214,1399
1243.633,344,572.306655,1051
1243.633,371,535.179211,1051
1243.633,373,535.18283,1077
1243.633,374,535.179211,1121
1243.633,418,537.160836,1116
1243.633,419,537.164462,1098
1243.633,420,537.160836,1046
1243.633,422,537.164462,1287
1243.633,423,537.157209,1329
1243.633,424,537.160836,1684
1243.633,425,537.157209,1770
1243.633,426,537.160836,1738
1243.633,427,537.160836,1123
1243.633,428,537.164462,1144
1243.633,430,537.164462,1025
1243.633,449,526.265941,1408
1243.633,450,526.265941,1203
1243.633,469,536.164131,1490
1243.633,472,536.167754,1142
1244.176,340,555.2819,1037
1244.176,341,555.2819,1076
1244.176,344,555.2819,1160
1244.176,344,572.310398,1044
1244.176,347,555.2819,1574
1244.176,374,535.18645,1160
1244.176,377,535.18645,1044
1244.176,420,537.164462,1190
1244.176,421,537.164462,1014
1244.176,423,537.157209,1155
1244.176,424,537.160836,1114
1244.176,425,537.157209,1293
1244.176,426,537.157209,1237
1244.176,427,537.157209,1353
1244.176,428,537.153583,1469
1244.719,343,555.278214,1356
1244.719,421,537.157209,1141
1244.719,422,537.160836,1305
1244.719,423,537.160836,1549
1244.719,424,537.157209,1039
1244.719,426,537.160836,1067
1244.719,428,537.157209,1183
1244.719,446,526.265941,1048
1245.266,422,537.160836,1132
1245.266,423,537.160836,1250
1245.266,466,536.164131,1074
1245.808,421,537.160836,1328
1245.808,422,537.160836,1069
1245.808,425,537.160836,1117
1246.35,427,537.168088,1179
1246.892,424,537.164462,1060
1247.433,470,536.167754,1162
1248.519,467,536.167754,1035
1249.067,468,536.167754,1144
1249.067,469,536.167754,1306
1249.608,400,588.30135,1062
1249.608,470,536.160509,1039
1250.152,396,588.30135,1095
1250.697,403,588.30135,1086
1251.242,400,588.305144,1030
1251.242,401,588.30135,1034
1251.242,469,536.164131,1065
1251.785,391,542.260245,1128
1251.785,396,588.30135,1068
1251.785,400,588.30135,1046
1251.785,403,588.305144,1073
1251.785,404,588.30135,1180
1251.785,405,588.30135,1013
1251.785,406,588.30135,1015
1251.785,407,588.30135,1187
1251.785,466,536.167754,1307
1251.785,471,536.167754,1013
1252.325,395,588.305144,1260
1252.325,397,588.305144,1289
1252.325,399,588.30135,1161
1252.325,401,588.30135,1326
1252.325,402,588.305144,1382
1252.325,403,588.30135,1571
1252.325,404,588.305144,1187
1252.867,395,542.256602,1054
1252.867,397,588.297555,1039
1252.867,398,588.305144,1224
1252.867,399,588.29376,1263
1252.867,401,588.30135,1381
1252.867,406,588.30135,1027
1253.412,397,588.305144,1119
1253.412,398,588.30135,1089
1253.412,400,542.256602,1064
1253.412,402,588.305144,1022
1253.412,403,588.305144,1046
1253.412,405,588.30135,1124
1253.412,480,515.230499,1002
1253.955,397,588.305144,1115
1253.955,398,542.263888,1024
1253.955,399,542.252959,1064
1253.955,399,588.29376,1252
1253.955,400,588.305144,1204
1253.955,401,588.30135,1587
1253.955,402,588.297555,1016
1253.955,471,536.167754,1074
1254.497,400,588.305144,1150
1254.497,401,588.305144,1023
1254.497,403,588.305144,1083
1254.497,406,588.297555,1227
1254.497,482,515.230499,1016
1254.497,484,515.23405,1078
1255.041,397,542.263888,1081
1255.041,400,588.30135,1144
1255.041,400,589.299792,1041
1255.598,403,588.30135,1133
1256.136,397,588.305144,1033
1256.136,402,588.30135,1320
1256.136,405,588.30135,1033
1256.136,470,536.167754,1156
1256.136,474,536.167754,1110
1256.682,392,542.260245,1067
1256.682,397,542.263888,1317
1256.682,398,588.308939,1284
1256.682,402,542.260245,1028
1256.682,406,588.297555,1011
1257.226,394,542.263888,1036
1257.226,397,542.260245,1033
1257.226,399,542.260245,1033
1257.226,466,536.167754,1098
1257.774,403,542.263888,1047
1258.319,391,542.260245,1104
1258.319,464,536.167754,1044
1258.319,480,515.226948,1074
1258.862,465,536.164131,1343
1258.862,480,515.230499,1005
1259.406,401,542.256602,1014
1259.406,476,515.230499,1277
1259.406,483,515.230499,1008
1259.406,495,512.2128,1265
1259.406,500,512.2128,1002
1259.406,501,512.2128,1158
1259.948,481,515.23405,1185
1259.948,482,515.230499,1619
1259.948,494,512.2128,1038
1259.948,495,512.21634,1032
1259.948,497,512.21634,1132
1259.948,498,512.21634,1151
1260.493,392,519.183513,1213
1260.493,456,528.281352,1035
1260.493,479,515.230499,1086
1260.493,490,512.21634,1061
1260.493,494,512.209259,1080
1260.493,495,512.21634,1235
1260.493,498,512.219881,1022
1260.493,500,512.21634,1263
1260.493,503,512.2128,1304
1261.043,473,536.167754,1106
1261.043,479,515.230499,1077
1261.043,483,515.23405,1038
1261.043,497,512.21634,1003
1261.043,498,512.2128,1434
1261.043,503,512.21634,1202
1261.589,457,528.277757,1153
1261.589,468,536.164131,1061
1261.589,473,536.167754,1381
1261.589,488,515.230499,1038
1261.589,498,512.2128,1215
1261.589,499,512.209259,1407
1261.589,500,512.2128,1473
1262.135,456,528.281352,1167
1262.135,459,528.281352,1002
1262.135,460,528.277757,1329
1262.135,461,528.284948,1194
1262.135,468,536.167754,1233
1262.135,469,536.167754,1147
1262.135,478,515.230499,1247
1262.135,480,515.230499,1405
1262.135,492,512.21634,1359
1262.135,497,512.2128,1657
1262.135,498,512.209259,1415
1262.68,446,502.339369,1082
1262.68,452,528.277757,1195
1262.68,453,528.281352,1038
1262.68,454,528.281352,1168
1262.68,455,528.281352,1466
1262.68,456,528.277757,1295
1262.68,459,528.281352,1442
1262.68,462,536.164131,1509
1262.68,463,528.284948,1105
1262.68,496,512.21634,1272
1262.68,497,512.21634,1506
1262.68,503,512.219881,1045
1263.225,380,511.25014,1508
1263.225,383,511.253677,1309
1263.225,388,511.253677,1146
1263.225,454,528.277757,1072
1263.225,455,528.281352,1136
1263.225,457,528.281352,1427
1263.225,459,528.284948,1089
1263.225,460,528.281352,1376
1263.225,461,528.277757,1038
1263.225,467,528.277757,1014
1263.225,472,536.167754,1048
1263.225,476,515.226948,1207
1263.225,481,515.230499,1167
1263.225,492,512.2128,1407
1263.225,503,512.209259,1214
1263.768,383,511.253677,1576
1263.768,384,511.253677,1494
1263.768,387,511.253677,1389
1263.768,455,528.277757,1038
1263.768,456,528.281352,1409
1263.768,457,528.281352,1314
1263.768,458,528.281352,1283
1263.768,459,528.277757,1620
1263.768,460,528.281352,1140
1263.768,462,528.281352,1007
1263.768,469,536.167754,1018
1263.768,477,515.230499,1062
1263.768,497,512.209259,1110
1264.317,375,511.260752,1007
1264.317,379,511.257215,1361
1264.317,380,511.257215,1207
1264.317,381,511.25014,1296
1264.317,384,511.257215,2066
1264.317,386,511.253677,1520
1264.317,456,528.281352,1691
1264.317,457,528.281352,1028
1264.317,458,528.281352,1196
1264.317,459,528.277757,1182
1264.317,460,528.284948,1031
1264.317,461,528.281352,1630
1264.317,462,528.277757,1636
1264.317,463,528.281352,1169
1264.317,467,536.167754,1086
1264.317,468,536.167754,1114
1264.317,470,536.167754,1045
1264.317,471,536.164131,1007
1264.317,480,515.23405,1922
1264.86,378,511.253677,1069
1264.86,379,511.253677,1183
1264.86,382,511.25014,1131
1264.86,383,511.257215,2163
1264.86,384,511.257215,1166
1264.86,385,511.257215,1314
1264.86,386,511.25014,1738
1264.86,387,511.257215,1235
1264.86,388,511.257215,1738
1264.86,391,511.257215,1159
1264.86,392,511.253677,1262
1264.86,409,511.25014,1249
1264.86,412,511.253677,1004
1264.86,416,511.253677,1424
1264.86,425,511.253677,1107
1264.86,454,528.270565,1124
1264.86,455,528.277757,1111
1264.86,456,528.281352,1249
1264.86,458,528.277757,1763
1264.86,458,529.285103,1090
1264.86,459,528.281352,1262
1264.86,460,528.277757,1190
1264.86,462,528.281352,1245
1264.86,463,528.281352,1531
1264.86,465,528.281352,1038
1264.86,474,536.164131,1193
1264.86,475,515.230499,1155
1264.86,482,515.23405,1345
1265.401,378,511.257215,1545
1265.401,378,512.258832,1028
1265.401,379,511.253677,1681
1265.401,380,511.25014,2059
1265.401,381,511.253677,1368
1265.401,382,511.253677,1437
1265.401,383,511.257215,1733
1265.401,384,511.25014,1212
1265.401,385,511.257215,1184
1265.401,386,511.253677,1239
1265.401,387,511.257215,1743
1265.401,388,511.257215,1545
1265.401,389,511.25014,1114
1265.401,390,511.257215,1406
1265.401,407,511.253677,1038
1265.401,423,511.253677,1170
1265.401,428,511.257215,1299
1265.401,456,528.284948,1590
1265.401,457,528.281352,1333
1265.401,458,528.281352,1281
1265.401,459,528.284948,2049
1265.401,460,528.281352,2014
1265.401,461,528.277757,1226
1265.401,462,528.281352,1649
1265.401,463,528.281352,1323
1265.401,464,528.284948,1139
1265.401,465,528.281352,1132
1265.401,479,515.230499,1010
1265.401,481,515.230499,1121
1265.401,482,515.230499,1563
1265.947,378,511.253677,1885
1265.947,379,511.257215,1840
1265.947,380,511.253677,2237
1265.947,381,511.257215,1317
1265.947,382,511.253677,1756
1265.947,383,511.253677,1780
1265.947,384,511.25014,1941
1265.947,384,528.274161,1024
1265.947,385,511.257215,2209
1265.947,386,511.257215,1777
1265.947,387,511.257215,1798
1265.947,387,512.255291,1090
1265.947,388,511.25014,1467
1265.947,389,511.260752,1125
1265.947,391,511.253677,1195
1265.947,410,511.253677,1362
1265.947,411,511.25014,1209
1265.947,415,511.257215,1160
1265.947,417,511.253677,1275
1265.947,418,511.253677,1219
1265.947,420,511.257215,1564
1265.947,421,511.253677,1369
1265.947,423,511.253677,1237
1265.947,455,528.277757,1143
1265.947,457,528.281352,1048
1265.947,457,528.284948,1069
1265.947,458,528.277757,1826
1265.947,461,528.277757,1637
1265.947,462,528.281352,1024
1265.947,467,528.281352,1212
1265.947,467,536.164131,1254
1265.947,482,515.230499,1449
1265.947,484,515.226948,1132
1266.488,376,511.253677,1045
1266.488,377,511.25014,1743
1266.488,379,511.257215,1403
1266.488,380,511.253677,1838
1266.488,381,511.257215,1505
1266.488,382,511.253677,2827
1266.488,383,511.257215,1961
1266.488,383,528.281352,1098
1266.488,384,511.253677,3066
1266.488,384,512.258832,1038
1266.488,386,511.253677,2062
1266.488,387,511.253677,2052
1266.488,388,511.25014,1224
1266.488,389,511.253677,2161
1266.488,391,511.257215,1350
1266.488,395,511.253677,1550
1266.488,407,511.25014,1329
1266.488,408,511.253677,1298
1266.488,412,511.253677,1301
1266.488,414,511.25014,1385
1266.488,416,511.253677,1203
1266.488,417,511.260752,1140
1266.488,418,511.253677,1954
1266.488,419,511.257215,1091
1266.488,420,511.257215,1196
1266.488,421,511.257215,1403
1266.488,456,528.281352,1312
1266.488,457,528.281352,1305
1266.488,461,528.277757,1606
1266.488,463,528.281352,1119
1266.488,467,536.167754,1006
1266.488,474,536.164131,1343
1266.488,480,515.230499,1003
1267.033,379,511.257215,1908
1267.033,380,511.253677,1862
1267.033,382,511.257215,1445
1267.033,383,511.253677,3073
1267.033,383,528.281352,1270
1267.033,385,511.257215,1933
1267.033,386,511.253677,2143
1267.033,387,511.257215,2841
1267.033,387,533.237376,1147
1267.033,388,511.253677,1515
1267.033,389,511.253677,1147
1267.033,390,511.257215,1329
1267.033,393,511.253677,1122
1267.033,396,511.253677,1670
1267.033,408,511.253677,1024
1267.033,409,511.257215,1063
1267.033,413,511.25014,1431
1267.033,414,511.257215,1063
1267.033,415,511.257215,1564
1267.033,416,511.253677,1171
1267.033,420,511.253677,1606
1267.033,427,511.253677,1196
1267.033,429,511.257215,1445
1267.033,437,519.187078,1245
1267.033,452,528.281352,1192
1267.033,458,528.277757,1105
1267.033,461,528.281352,1031
1267.033,463,528.277757,1042
1267.033,480,515.230499,1217
1267.033,482,515.23405,1010
1267.033,484,515.23405,1052
1267.577,369,554.224317,1267
1267.577,370,537.200723,1355
1267.577,373,511.253677,1214
1267.577,375,537.193471,1232
1267.577,377,511.25014,1027
1267.577,377,537.200723,1506
1267.577,378,511.257215,1907
1267.577,379,511.253677,2172
1267.577,380,511.253677,1742
1267.577,381,511.253677,2527
1267.577,382,511.253677,1369
1267.577,383,511.257215,2224
1267.577,383,512.258832,1013
1267.577,383,528.277757,1541
1267.577,384,511.253677,2168
1267.577,385,511.25014,2221
1267.577,386,511.253677,1964
1267.577,387,511.253677,2805
1267.577,388,511.257215,2059
1267.577,389,511.257215,1781
1267.577,389,528.281352,1045
1267.577,390,511.253677,1253
1267.577,391,511.257215,1017
1267.577,392,511.253677,1288
1267.577,409,511.257215,1348
1267.577,410,511.257215,1084
1267.577,412,511.257215,1267
1267.577,414,511.253677,1144
1267.577,415,511.253677,1418
1267.577,416,511.253677,1467
1267.577,417,511.257215,1119
1267.577,419,511.257215,1742
1267.577,422,511.257215,1108
1267.577,426,511.257215,1105
1267.577,444,519.183513,1228
1267.577,454,528.281352,2059
1267.577,459,528.281352,1598
1267.577,461,528.29214,1045
1267.577,462,528.281352,1482
1267.577,466,528.288544,1260
1267.577,468,536.164131,1112
1267.577,485,515.230499,1049
1268.123,368,537.193471,1517
1268.123,369,554.21695,1144
1268.123,371,537.204349,1210
1268.123,371,554.224317,1513
1268.123,373,537.197097,1348
1268.123,374,537.197097,1781
1268.123,375,537.197097,1182
1268.123,375,554.220633,1013
1268.123,376,537.197097,1693
1268.123,377,511.246602,1827
1268.123,377,554.220633,1323
1268.123,380,511.253677,1900
1268.123,380,554.224317,1006
1268.123,381,511.257215,1379
1268.123,381,512.258832,1218
1268.123,381,537.197097,1281
1268.123,382,511.260752,1767
1268.123,383,511.253677,1900
1268.123,384,511.253677,1781
1268.123,385,511.253677,3326
1268.123,386,511.257215,1879
1268.123,387,511.25014,1735
1268.123,388,511.253677,1344
1268.123,389,511.257215,1911
1268.123,390,511.257215,2481
1268.123,391,511.257215,1080
1268.123,392,511.253677,1471
1268.123,396,511.257215,1108
1268.123,401,511.253677,1020
1268.123,408,511.257215,1555
1268.123,409,511.257215,1179
1268.123,410,511.257215,1819
1268.123,411,511.253677,1193
1268.123,412,511.257215,2516
1268.123,413,511.253677,1482
1268.123,414,511.253677,1225
1268.123,419,511.253677,1309
1268.123,420,511.253677,1179
1268.123,421,511.253677,1126
1268.123,422,511.257215,1397
1268.123,425,511.253677,1784
1268.123,440,519.190643,1651
1268.123,441,519.179948,1306
1268.123,443,519.187078,1408
1268.123,446,519.190643,1052
1268.123,447,519.183513,1052
1268.123,462,528.281352,1369
1268.123,463,528.284948,1168
1268.123,468,536.164131,1045
1268.123,472,536.160509,1024
1268.123,484,515.226948,1256
1268.665,361,537.193471,1144
1268.665,365,537.200723,1122
1268.665,369,537.197097,2545
1268.665,369,554.21695,1242
1268.665,370,537.193471,1485
1268.665,370,554.224317,1383
1268.665,371,537.197097,1034
1268.665,371,554.220633,1087
1268.665,373,537.197097,1450
1268.665,374,511.257215,1144
1268.665,374,519.194208,1260
1268.665,374,537.200723,1306
1268.665,374,554.228,1193
1268.665,375,537.197097,2038
1268.665,375,554.224317,1235
1268.665,376,554.224317,1189
1268.665,377,511.253677,1049
1268.665,377,537.197097,1457
1268.665,378,511.253677,1661
1268.665,378,519.187078,1063
1268.665,378,537.197097,1869
1268.665,378,554.224317,1013
1268.665,379,511.257215,1647
1268.665,379,528.281352,1133
1268.665,380,511.257215,1196
1268.665,380,554.224317,1270
1268.665,381,511.25014,1052
1268.665,382,511.257215,1348
1268.665,382,512.258832,1288
1268.665,383,511.257215,2238
1268.665,384,511.257215,2140
1268.665,385,511.253677,2365
1268.665,386,511.257215,2038
1268.665,387,511.253677,1457
1268.665,388,511.25014,1042
1268.665,389,511.257215,2052
1268.665,391,511.253677,2548
1268.665,392,511.257215,1587
1268.665,407,511.253677,1263
1268.665,409,511.253677,1900
1268.665,411,511.253677,1654
1268.665,412,511.257215,1038
1268.665,412,512.258832,1045
1268.665,413,511.25014,1651
1268.665,415,511.257215,1323
1268.665,416,528.277757,1253
1268.665,417,511.257215,1555
1268.665,418,511.257215,1151
1268.665,421,511.257215,1232
1268.665,422,511.253677,1686
1268.665,428,511.257215,1063
1268.665,429,511.253677,1045
1268.665,438,519.190643,1936
1268.665,439,519.187078,1263
1268.665,441,519.190643,1552
1268.665,442,519.187078,1957
1268.665,443,519.187078,1242
1268.665,461,528.284948,1031
1268.665,463,528.277757,1144
1268.665,479,515.226948,1200
1269.208,362,554.224317,1282
1269.208,363,554.228,1126
1269.208,364,554.224317,1501
1269.208,365,554.220633,1197
1269.208,366,537.197097,1932
1269.208,367,537.193471,1928
1269.208,368,537.193471,1398
1269.208,368,538.202019,1003
1269.208,368,554.224317,1056
1269.208,369,519.187078,1034
1269.208,369,537.193471,1783
1269.208,369,554.220633,1126
1269.208,370,537.197097,2341
1269.208,370,554.224317,1585
1269.208,371,537.197097,2027
1269.208,371,538.202019,1158
1269.208,371,554.220633,1190
1269.208,372,537.200723,2250
1269.208,372,554.224317,2140
1269.208,373,537.200723,2048
1269.208,373,554.228,2161
1269.208,374,519.187078,1140
1269.208,374,537.200723,2398
1269.208,374,554.224317,2299
1269.208,375,537.197097,2009
1269.208,375,554.224317,1691
1269.208,376,519.183513,1649
1269.208,376,537.200723,2483
1269.208,376,538.19839,1278
1269.208,376,554.228,1804
1269.208,377,537.197097,1501
1269.208,377,554.224317,1409
1269.208,378,537.197097,2154
1269.208,378,554.224317,1670
1269.208,379,511.253677,1532
1269.208,379,537.193471,1578
1269.208,379,554.220633,1144
1269.208,380,537.204349,1670
1269.208,381,511.253677,2705
1269.208,381,528.281352,1222
1269.208,381,537.200723,1638
1269.208,382,511.257215,2426
1269.208,382,537.193471,1822
1269.208,383,511.25014,1716
1269.208,384,511.257215,2302
1269.208,385,511.257215,2500
1269.208,386,511.253677,1759
1269.208,387,511.257215,1024
1269.208,388,559.174498,1144
1269.208,390,511.253677,1603
1269.208,392,511.253677,1554
1269.208,392,528.281352,1003
1269.208,404,511.257215,1190
1269.208,406,511.25014,1020
1269.208,410,511.253677,1225
1269.208,411,511.257215,1313
1269.208,414,511.253677,1042
1269.208,415,511.257215,1508
1269.208,418,511.253677,1405
1269.208,419,511.25014,1349
1269.208,419,519.187078,1042
1269.208,423,519.187078,1017
1269.208,436,519.183513,1190
1269.208,437,519.183513,1342
1269.208,439,519.187078,1162
1269.208,440,519.187078,1031
