rt,mz,spectrum,intensity
1463.292,472.279629,434,1212
1463.292,472.279629,435,1386
1463.292,472.272829,436,788
1463.292,472.276229,437,537
1463.292,472.279629,438,508
1463.292,472.279629,439,661
1463.292,472.272829,440,616
1463.292,472.279629,441,317
1463.292,472.276229,442,421
1463.292,472.279629,443,369
1463.292,472.272829,444,187
1463.292,472.283029,445,266
1463.292,472.276229,446,405
1463.292,472.279629,447,450
1463.292,472.279629,448,218
1463.292,472.283029,449,129
1463.292,472.283029,450,177
1463.292,472.272829,451,429
1463.292,472.283029,452,38
1463.292,472.279629,453,436
1463.292,472.276229,455,208
1463.292,472.272829,456,456
1463.292,472.279629,457,156
1463.292,472.276229,458,135
1463.292,472.276229,459,17
1463.292,472.279629,460,166
1463.292,472.283029,462,75
1463.292,472.272829,463,112
1463.292,472.279629,467,34
1463.831,488.294586,54,78
1463.831,488.294586,62,144
1463.831,488.304958,63,247
1463.831,488.308415,65,63
1463.831,488.308415,66,260
1463.831,488.294586,67,170
1463.831,488.304958,67,174
1463.831,488.298043,69,258
1463.831,488.308415,69,174
1463.831,488.304958,70,161
1463.831,488.294586,72,152
1463.831,488.301501,73,94
1463.831,488.301501,76,98
1463.831,488.298043,78,63
1463.831,488.304958,79,154
1463.831,488.298043,80,102
1463.831,488.311872,80,53
1463.831,488.301501,81,143
1463.831,488.311872,82,46
1463.831,488.304958,83,235
1463.831,488.311872,84,83
1463.831,488.294586,85,40
1463.831,488.298043,88,68
1463.831,488.301501,95,254
1463.831,488.301501,96,104
1463.831,488.301501,98,76
1463.831,488.298043,99,269
1463.831,488.301501,101,241
1463.831,488.298043,102,241
1463.831,488.304958,103,200
1463.831,488.301501,104,198
1463.831,488.308415,105,299
1463.831,488.301501,107,217
1463.831,488.304958,108,163
1463.831,488.301501,111,217
1463.831,488.301501,112,577
1463.831,488.294586,113,239
1463.831,488.304958,113,221
1463.831,488.294586,114,232
1463.831,488.308415,114,234
1463.831,488.308415,115,105
1463.831,488.298043,116,245
1463.831,488.301501,118,102
1463.831,488.301501,119,412
1463.831,488.298043,121,180
1463.831,488.304958,122,351
1463.831,488.301501,123,154
1463.831,488.301501,124,388
1463.831,488.294586,125,98
1463.831,488.304958,125,81
1463.831,488.308415,128,133
1463.831,488.304958,131,89
1463.831,488.294586,140,146
1463.831,488.298043,146,104
1463.831,488.311872,151,115
1463.831,488.294586,157,44
1463.831,488.311872,157,57
1463.831,488.308415,158,57
1463.831,488.294586,160,141
1463.831,472.276229,401,401
1463.831,472.276229,402,456
1463.831,472.276229,403,536
1463.831,472.279629,404,466
1463.831,472.276229,405,195
1463.831,472.279629,406,276
1463.831,472.272829,407,479
1463.831,472.276229,408,508
1463.831,472.279629,409,1008
1463.831,472.276229,410,793
1463.831,472.279629,411,741
1463.831,472.272829,412,793
1463.831,472.276229,413,460
1463.831,472.279629,414,1326
1463.831,472.276229,415,969
1463.831,472.276229,416,1268
1463.831,472.276229,417,1504
1463.831,472.276229,418,1311
1463.831,472.279629,419,1060
1463.831,472.276229,420,1437
1463.831,472.276229,421,1313
1463.831,472.279629,422,1383
1463.831,472.279629,423,1257
1463.831,472.276229,424,1632
1463.831,472.276229,425,2000
1463.831,472.276229,426,1690
1463.831,472.276229,427,1209
1463.831,472.276229,428,1276
1463.831,472.272829,429,1276
1463.831,472.279629,430,950
1463.831,472.276229,431,1532
1463.831,472.279629,432,1513
1463.831,472.276229,433,1105
1463.831,472.279629,434,791
1463.831,472.279629,435,770
1463.831,472.276229,436,781
1463.831,472.276229,437,1017
1463.831,472.279629,438,611
1463.831,472.279629,439,683
1463.831,472.276229,440,497
1463.831,472.279629,441,495
1463.831,472.276229,442,512
1463.831,472.272829,443,232
1463.831,472.283029,443,189
1463.831,472.276229,444,334
1463.831,472.276229,445,594
1463.831,472.286429,446,286
1463.831,472.279629,447,380
1463.831,472.272829,448,109
1463.831,472.283029,448,100
1463.831,472.276229,449,456
1463.831,472.279629,450,404
1463.831,472.279629,451,208
1463.831,472.276229,452,150
1463.831,472.286429,453,91
1463.831,472.272829,454,165
1463.831,472.276229,455,104
1463.831,472.276229,456,161
1463.831,472.272829,457,107
1463.831,472.286429,457,96
1463.831,472.272829,459,98
1463.831,472.283029,460,100
1463.831,472.269429,461,37
1463.831,472.276229,463,102
1463.831,472.276229,466,44
1464.375,488.308415,50,77
1464.375,488.301501,56,169
1464.375,488.304958,58,60
1464.375,488.301501,60,467
1464.375,488.301501,61,163
1464.375,488.298043,66,163
1464.375,488.304958,69,476
1464.375,488.298043,70,123
1464.375,488.298043,73,355
1464.375,488.301501,75,218
1464.375,488.294586,76,192
1464.375,488.308415,76,63
1464.375,488.301501,79,255
1464.375,488.298043,80,83
1464.375,488.304958,82,157
1464.375,488.308415,85,80
1464.375,488.301501,89,146
1464.375,488.301501,91,183
1464.375,488.304958,92,215
1464.375,488.304958,93,152
1464.375,488.298043,94,114
1464.375,488.298043,98,221
1464.375,488.304958,101,28
1464.375,488.298043,104,126
1464.375,488.301501,105,387
1464.375,488.298043,106,175
1464.375,488.308415,106,195
1464.375,488.298043,107,361
1464.375,488.304958,108,493
1464.375,488.301501,109,373
1464.375,488.298043,111,281
1464.375,488.304958,112,278
1464.375,488.304958,113,493
1464.375,488.298043,114,551
1464.375,488.304958,115,281
1464.375,488.304958,117,51
1464.375,488.308415,122,209
1464.375,488.298043,125,203
1464.375,488.301501,128,163
1464.375,488.311872,130,94
1464.375,488.294586,131,134
1464.375,488.298043,139,149
1464.375,488.301501,145,103
1464.375,488.298043,146,68
1464.375,488.294586,148,143
1464.375,488.301501,151,166
1464.375,488.304958,156,140
1464.375,488.308415,157,200
1464.375,488.308415,161,25
1464.375,472.283029,401,189
1464.375,472.272829,402,126
1464.375,472.279629,403,312
1464.375,472.276229,404,554
1464.375,472.283029,405,350
1464.375,472.276229,406,384
1464.375,472.276229,407,588
1464.375,472.272829,408,318
1464.375,472.276229,409,376
1464.375,472.276229,410,654
1464.375,472.279629,411,996
1464.375,472.272829,412,915
1464.375,472.279629,413,1521
1464.375,472.272829,414,1001
1464.375,472.276229,415,1544
1464.375,472.279629,416,1570
1464.375,472.279629,417,3059
1464.375,472.276229,418,2276
1464.375,472.276229,419,1719
1464.375,472.279629,420,2104
1464.375,472.276229,421,1397
1464.375,472.279629,422,2732
1464.375,472.276229,423,3212
1464.375,472.279629,424,1983
1464.375,472.279629,425,2095
1464.375,472.279629,426,2580
1464.375,472.279629,427,3048
1464.375,472.276229,428,2505
1464.375,472.279629,429,2600
1464.375,472.279629,430,2537
1464.375,472.276229,431,2388
1464.375,472.276229,432,2124
1464.375,472.279629,433,1877
1464.375,472.279629,434,2239
1464.375,472.276229,435,2150
1464.375,472.279629,436,1484
1464.375,472.279629,437,1903
1464.375,472.276229,438,1251
1464.375,472.279629,439,1211
1464.375,472.276229,440,1400
1464.375,472.276229,441,783
1464.375,472.276229,442,944
1464.375,472.279629,443,930
1464.375,472.276229,444,565
1464.375,472.276229,445,562
1464.375,472.286429,446,272
1464.375,472.276229,447,565
1464.375,472.269429,448,456
1464.375,472.276229,449,499
1464.375,472.286429,450,258
1464.375,472.269429,451,246
1464.375,472.276229,452,292
1464.375,472.276229,453,470
1464.375,472.272829,454,94
1464.375,472.279629,455,209
1464.375,472.279629,456,324
1464.375,472.279629,457,261
1464.375,472.276229,461,218
1464.914,488.294586,56,262
1464.914,488.304958,56,289
1464.914,488.304958,58,258
1464.914,488.294586,59,302
1464.914,488.304958,60,155
1464.914,488.301501,63,703
1464.914,488.294586,64,227
1464.914,488.304958,66,365
1464.914,488.301501,67,440
1464.914,488.308415,70,405
1464.914,488.301501,71,832
1464.914,488.294586,72,414
1464.914,488.308415,75,307
1464.914,488.301501,77,944
1464.914,488.301501,78,40
1464.914,488.308415,79,472
1464.914,488.301501,80,547
1464.914,488.308415,81,84
1464.914,488.294586,83,369
1464.914,488.311872,83,409
1464.914,488.294586,85,779
1464.914,488.298043,86,342
1464.914,488.301501,88,365
1464.914,488.304958,91,423
1464.914,488.311872,91,418
1464.914,488.301501,93,356
1464.914,488.294586,94,93
1464.914,488.304958,94,102
1464.914,488.294586,95,623
1464.914,488.301501,96,182
1464.914,488.298043,98,623
1464.914,488.311872,99,271
1464.914,488.294586,104,427
1464.914,488.304958,104,427
1464.914,488.298043,105,610
1464.914,488.301501,106,418
1464.914,488.304958,107,476
1464.914,488.301501,111,405
1464.914,488.311872,112,178
1464.914,488.298043,113,685
1464.914,488.301501,116,311
1464.914,488.298043,117,307
1464.914,488.304958,120,191
1464.914,488.308415,121,89
1464.914,488.304958,122,106
1464.914,488.298043,125,280
1464.914,488.298043,127,356
1464.914,488.304958,128,155
1464.914,488.301501,129,405
1464.914,488.304958,136,236
1464.914,488.298043,141,142
1464.914,488.301501,142,187
1464.914,488.304958,143,351
1464.914,488.308415,148,115
1464.914,488.304958,154,200
1464.914,488.304958,156,231
1464.914,488.298043,164,276
1464.914,472.272829,402,467
1464.914,472.276229,403,97
1464.914,472.269429,404,351
1464.914,472.272829,405,400
1464.914,472.276229,407,805
1464.914,472.279629,408,1384
1464.914,472.276229,409,1015
1464.914,472.279629,410,841
1464.914,472.272829,411,1937
1464.914,472.272829,412,1447
1464.914,472.276229,413,2043
1464.914,472.276229,414,2613
1464.914,472.276229,415,2248
1464.914,472.276229,416,2996
1464.914,472.276229,417,3593
1464.914,472.276229,418,2823
1464.914,472.276229,419,2524
1464.914,472.279629,420,4528
1464.914,472.272829,421,3077
1464.914,472.279629,422,3638
1464.914,472.279629,423,3998
1464.914,472.276229,424,3602
1464.914,472.276229,425,3615
1464.914,472.276229,426,3531
1464.914,472.276229,427,3704
1464.914,472.276229,428,4323
1464.914,472.279629,429,3424
1464.914,472.276229,430,2538
1464.914,472.276229,431,2177
1464.914,472.279629,432,2800
1464.914,472.276229,433,3544
1464.914,472.272829,434,2048
1464.914,472.276229,435,2507
1464.914,472.276229,436,2573
1464.914,472.276229,437,3522
1464.914,472.279629,438,1732
1464.914,472.276229,439,1224
1464.914,472.276229,440,2466
1464.914,472.276229,441,1718
1464.914,472.279629,442,1505
1464.914,472.276229,443,1304
1464.914,472.276229,444,935
1464.914,472.276229,445,414
1464.914,472.276229,446,387
1464.914,472.276229,447,458
1464.914,472.276229,448,374
1464.914,472.276229,449,779
1464.914,472.276229,450,329
1464.914,472.279629,451,556
1464.914,472.279629,452,173
1464.914,472.279629,453,329
1464.914,472.272829,454,449
1464.914,472.276229,456,44
1464.914,472.283029,457,276
1464.914,472.279629,458,173
1464.914,472.276229,460,213
1464.914,472.283029,464,191
1465.458,488.298043,47,245
1465.458,488.301501,48,181
1465.458,488.298043,49,297
1465.458,488.304958,50,58
1465.458,488.308415,51,71
1465.458,488.301501,57,297
1465.458,488.308415,64,582
1465.458,488.304958,67,440
1465.458,488.301501,69,368
1465.458,488.298043,72,394
1465.458,488.311872,72,588
1465.458,488.301501,73,821
1465.458,488.298043,74,323
1465.458,488.308415,75,608
1465.458,488.298043,76,906
1465.458,488.301501,77,828
1465.458,488.298043,78,278
1465.458,488.311872,78,420
1465.458,488.298043,81,220
1465.458,488.298043,84,220
1465.458,488.308415,84,129
1465.458,488.304958,86,433
1465.458,488.298043,96,129
1465.458,488.294586,100,284
1465.458,488.298043,101,647
1465.458,488.294586,103,129
1465.458,488.308415,103,148
1465.458,488.308415,104,368
1465.458,488.304958,107,692
1465.458,488.301501,109,614
1465.458,488.301501,110,511
1465.458,488.301501,112,763
1465.458,488.304958,118,537
1465.458,488.304958,120,129
1465.458,488.298043,121,297
1465.458,488.301501,122,284
1465.458,488.301501,123,304
1465.458,488.304958,125,537
1465.458,488.304958,126,653
1465.458,488.304958,129,355
1465.458,488.308415,130,297
1465.458,488.294586,135,265
1465.458,488.301501,150,1042
1465.458,488.308415,162,278
1465.458,472.276229,401,478
1465.458,472.272829,404,355
1465.458,472.279629,405,317
1465.458,472.283029,406,407
1465.458,472.279629,407,692
1465.458,472.276229,408,847
1465.458,472.279629,409,3009
1465.458,472.276229,410,1326
1465.458,472.276229,411,1598
1465.458,472.279629,412,2096
1465.458,472.279629,413,2556
1465.458,472.279629,414,3236
1465.458,472.276229,415,3501
1465.458,472.279629,416,2718
1465.458,472.279629,417,5378
1465.458,472.276229,418,4135
1465.458,472.276229,419,3533
1465.458,472.276229,420,3740
1465.458,472.276229,421,3656
1465.458,472.276229,422,5831
1465.458,472.276229,423,3889
1465.458,472.276229,424,6342
1465.458,472.279629,425,5106
1465.458,472.279629,426,6051
1465.458,472.276229,427,5287
1465.458,472.279629,428,5080
1465.458,472.276229,429,4718
1465.458,472.276229,430,6245
1465.458,472.276229,431,4892
1465.458,472.276229,432,4860
1465.458,472.279629,433,4439
1465.458,472.279629,434,4692
1465.458,472.279629,435,6789
1465.458,472.276229,436,3721
1465.458,472.276229,437,4951
1465.458,472.279629,438,4219
1465.458,472.272829,439,2258
1465.458,472.279629,440,2194
1465.458,472.279629,441,2181
1465.458,472.276229,442,2439
1465.458,472.279629,443,2472
1465.458,472.269429,444,673
1465.458,472.279629,444,666
1465.458,472.283029,445,1093
1465.458,472.279629,446,1100
1465.458,472.272829,447,673
1465.458,472.283029,447,627
1465.458,472.283029,448,938
1465.458,472.276229,449,595
1465.458,472.269429,451,686
1465.458,472.276229,452,588
1465.458,472.279629,453,478
1465.458,472.279629,454,673
1465.458,472.279629,455,440
1465.458,472.276229,458,595
1465.458,472.276229,459,155
1465.458,472.272829,460,304
1465.998,488.294586,45,472
1465.998,488.298043,48,258
1465.998,488.301501,55,382
1465.998,488.294586,58,391
1465.998,488.304958,58,320
1465.998,488.304958,60,632
1465.998,488.301501,64,935
1465.998,488.308415,66,320
1465.998,488.298043,68,374
1465.998,488.301501,73,872
1465.998,488.301501,75,1852
1465.998,488.298043,76,1139
1465.998,488.298043,77,1344
1465.998,488.298043,79,187
1465.998,488.311872,79,445
1465.998,488.298043,80,409
1465.998,488.311872,80,472
1465.998,488.298043,81,961
1465.998,488.294586,82,356
1465.998,488.308415,82,347
1465.998,488.304958,85,632
1465.998,488.304958,87,178
1465.998,488.304958,92,561
1465.998,488.301501,94,578
1465.998,488.304958,95,338
1465.998,488.298043,97,463
1465.998,488.308415,97,338
1465.998,488.294586,98,694
1465.998,488.294586,105,712
1465.998,488.301501,107,418
1465.998,488.298043,113,507
1465.998,488.301501,116,792
1465.998,488.298043,121,667
1465.998,488.304958,125,338
1465.998,488.304958,128,329
1465.998,488.304958,130,356
1465.998,488.304958,149,365
1465.998,488.294586,157,320
1465.998,472.276229,401,338
1465.998,472.276229,403,480
1465.998,472.272829,404,748
1465.998,472.272829,405,195
1465.998,472.279629,406,284
1465.998,472.272829,407,178
1465.998,472.276229,408,1416
1465.998,472.269429,409,1086
1465.998,472.276229,410,1451
1465.998,472.279629,411,1718
1465.998,472.283029,412,1095
1465.998,472.276229,413,4479
1465.998,472.276229,414,3215
1465.998,472.279629,415,3188
1465.998,472.279629,416,5494
1465.998,472.276229,417,4301
1465.998,472.276229,418,4693
1465.998,472.276229,419,5049
1465.998,472.276229,420,8834
1465.998,472.279629,421,6225
1465.998,472.279629,422,6679
1465.998,472.276229,423,6385
1465.998,472.276229,424,8594
1465.998,472.279629,425,7338
1465.998,472.276229,426,6278
1465.998,472.276229,427,8318
1465.998,472.276229,428,5299
1465.998,472.276229,429,8540
1465.998,472.276229,430,4479
1465.998,472.276229,431,6180
1465.998,472.276229,432,6759
1465.998,472.279629,433,7596
1465.998,472.279629,434,7623
1465.998,472.276229,435,4729
1465.998,472.279629,436,6011
1465.998,472.276229,437,6688
1465.998,472.279629,438,5877
1465.998,472.272829,439,3918
1465.998,472.279629,440,2199
1465.998,472.279629,441,1674
1465.998,472.279629,442,1522
1465.998,472.269429,443,2279
1465.998,472.279629,444,1362
1465.998,472.276229,445,2529
1465.998,472.279629,446,1113
1465.998,472.269429,447,935
1465.998,472.283029,447,757
1465.998,472.276229,448,837
1465.998,472.279629,449,365
1465.998,472.276229,450,472
1465.998,472.279629,451,106
1465.998,472.272829,452,596
1465.998,472.283029,452,543
1465.998,472.283029,453,561
1465.998,472.279629,454,685
1465.998,472.283029,459,463
1465.998,472.283029,461,187
1465.998,472.276229,462,365
1466.537,488.304958,48,868
1466.537,488.294586,49,416
1466.537,488.298043,50,764
1466.537,488.308415,50,555
1466.537,488.304958,51,590
1466.537,488.298043,52,949
1466.537,488.308415,52,1007
1466.537,488.298043,57,266
1466.537,488.301501,58,590
